user_id,general_interest,Age
5618,young-adult,92
9454,"fantasy, paranormal",21
15804,fiction,54
16219,fiction,60
5943,"fantasy, paranormal",85
10190,"history, historical fiction, biography",64
9951,romance,54
19615,non-fiction,78
14322,poetry,26
5454,children,94
9741,"history, historical fiction, biography",81
10240,"fantasy, paranormal",46
2574,children,55
1396,"mystery, thriller, crime",59
18237,children,90
12983,fiction,83
9335,fiction,91
16265,poetry,31
15729,young-adult,94
17681,young-adult,89
17319,children,55
12652,romance,66
3863,young-adult,76
9331,"fantasy, paranormal",83
19555,romance,31
19552,poetry,21
2501,"mystery, thriller, crime",29
20058,fiction,23
9319,children,95
14442,poetry,43
17316,"comics, graphic",63
16280,poetry,26
20063,"fantasy, paranormal",90
10300,young-adult,19
14847,"history, historical fiction, biography",76
7064,children,65
708,"comics, graphic",68
7578,fiction,21
5378,fiction,63
9340,poetry,60
7697,non-fiction,84
12212,young-adult,75
16247,poetry,74
5407,"history, historical fiction, biography",45
9366,"history, historical fiction, biography",91
1368,children,94
14798,"fantasy, paranormal",21
19571,young-adult,95
732,"comics, graphic",76
10255,fiction,45
12659,"comics, graphic",47
14796,"mystery, thriller, crime",80
13366,poetry,25
10261,"comics, graphic",98
12222,"comics, graphic",29
10265,"fantasy, paranormal",43
6010,"history, historical fiction, biography",63
10268,"history, historical fiction, biography",56
16263,romance,55
3672,young-adult,51
9343,poetry,62
9938,"mystery, thriller, crime",77
721,"mystery, thriller, crime",59
15740,"mystery, thriller, crime",60
12215,non-fiction,60
2540,children,76
12303,"mystery, thriller, crime",71
1421,"fantasy, paranormal",71
19730,children,89
12735,poetry,52
909,non-fiction,31
19739,"history, historical fiction, biography",84
5578,"mystery, thriller, crime",72
3802,non-fiction,89
15906,"mystery, thriller, crime",54
10020,children,99
19735,"history, historical fiction, biography",32
17551,"history, historical fiction, biography",46
19939,poetry,21
14338,romance,62
12685,"comics, graphic",28
5614,children,55
3794,poetry,88
3983,non-fiction,57
7727,"comics, graphic",49
9629,fiction,80
19905,romance,46
17596,"fantasy, paranormal",81
3984,poetry,60
2551,"history, historical fiction, biography",62
1181,"fantasy, paranormal",18
7705,"history, historical fiction, biography",61
14851,"comics, graphic",66
19927,fiction,43
912,romance,75
12431,poetry,83
14889,young-adult,58
12453,children,39
17574,fiction,78
3826,"mystery, thriller, crime",25
1123,fiction,95
1135,poetry,92
9689,romance,22
9688,young-adult,86
16086,"history, historical fiction, biography",44
12704,"comics, graphic",42
2497,romance,52
7056,fiction,32
17426,non-fiction,90
7100,poetry,48
16089,young-adult,43
7714,young-adult,74
17583,young-adult,83
1118,fiction,28
12720,young-adult,21
9994,"mystery, thriller, crime",74
15919,"fantasy, paranormal",60
7097,"mystery, thriller, crime",49
9663,non-fiction,59
12433,"history, historical fiction, biography",94
3791,poetry,32
12404,children,87
826,romance,84
15844,poetry,68
14329,children,85
14413,fiction,19
3756,fiction,44
4027,children,31
19683,"comics, graphic",74
7621,"comics, graphic",97
17394,young-adult,78
843,young-adult,88
5509,"history, historical fiction, biography",19
12815,non-fiction,36
3745,non-fiction,78
12817,children,83
7730,fiction,71
15840,children,97
2481,"comics, graphic",39
839,romance,57
16164,"mystery, thriller, crime",61
10133,children,68
4036,romance,52
12828,fiction,81
12308,poetry,39
12830,"history, historical fiction, biography",93
19645,"mystery, thriller, crime",43
19982,"mystery, thriller, crime",59
12338,young-adult,50
12801,"comics, graphic",48
1215,poetry,38
10091,romance,81
12766,young-adult,28
10050,romance,43
5843,"history, historical fiction, biography",86
1186,romance,89
12777,"fantasy, paranormal",47
1188,poetry,57
3997,"history, historical fiction, biography",38
880,"history, historical fiction, biography",85
10058,"mystery, thriller, crime",44
14408,"fantasy, paranormal",18
5551,children,39
2917,"fantasy, paranormal",91
18586,non-fiction,20
5857,"comics, graphic",92
12367,non-fiction,88
1201,fiction,82
5536,children,94
1205,"comics, graphic",77
19696,young-adult,86
10088,non-fiction,21
12796,romance,64
5764,"mystery, thriller, crime",36
1207,romance,87
10312,"comics, graphic",40
9698,non-fiction,25
2932,children,47
6223,children,81
558,romance,94
7516,"mystery, thriller, crime",97
12020,non-fiction,94
1044,romance,64
9024,"comics, graphic",76
3531,"history, historical fiction, biography",28
12017,"mystery, thriller, crime",90
7176,"mystery, thriller, crime",45
1043,poetry,62
20172,non-fiction,78
14966,"fantasy, paranormal",33
4219,"history, historical fiction, biography",79
8975,fiction,99
3015,non-fiction,86
5207,non-fiction,37
548,"fantasy, paranormal",25
14752,"mystery, thriller, crime",89
17799,fiction,99
9823,"history, historical fiction, biography",66
10542,fiction,40
3516,romance,59
19365,"history, historical fiction, biography",97
7498,romance,80
20187,non-fiction,76
20166,romance,24
17255,fiction,99
3014,young-adult,85
9032,"comics, graphic",39
13167,"comics, graphic",95
16001,"mystery, thriller, crime",53
10482,"comics, graphic",58
1422,"history, historical fiction, biography",26
7809,"history, historical fiction, biography",38
1060,"mystery, thriller, crime",67
1553,romance,71
12049,"mystery, thriller, crime",72
10492,"fantasy, paranormal",36
13205,"fantasy, paranormal",49
1562,"history, historical fiction, biography",81
19396,young-adult,79
13211,children,41
6199,"mystery, thriller, crime",50
9043,non-fiction,71
9803,"fantasy, paranormal",77
7817,poetry,68
19390,poetry,30
9806,"history, historical fiction, biography",20
3538,fiction,36
2512,poetry,26
2641,fiction,65
6974,romance,57
18603,poetry,84
1042,non-fiction,43
9100,"fantasy, paranormal",43
3025,young-adult,33
8926,fiction,49
9869,romance,40
14740,"history, historical fiction, biography",75
3481,romance,78
11930,non-fiction,53
15534,"mystery, thriller, crime",77
18197,children,83
14514,"history, historical fiction, biography",99
10632,"mystery, thriller, crime",80
477,romance,55
7684,fiction,81
5132,romance,96
14869,"comics, graphic",78
4277,children,64
16466,fiction,38
14516,poetry,40
8881,romance,68
5679,romance,33
15521,poetry,76
19316,"history, historical fiction, biography",33
1671,"fantasy, paranormal",82
13361,"history, historical fiction, biography",40
10649,poetry,84
14256,"mystery, thriller, crime",21
493,romance,83
1633,romance,52
17221,young-adult,48
6273,romance,43
14501,romance,31
19357,romance,90
6249,fiction,33
17811,young-adult,42
17479,non-fiction,51
524,poetry,80
2872,romance,38
11974,"mystery, thriller, crime",82
13287,romance,49
3499,romance,81
13289,"mystery, thriller, crime",65
17820,fiction,36
5170,"fantasy, paranormal",21
14268,"comics, graphic",25
16434,children,96
2398,non-fiction,25
1630,"comics, graphic",29
17831,"mystery, thriller, crime",47
2869,poetry,97
15551,romance,32
16440,non-fiction,52
17513,"fantasy, paranormal",71
8937,"history, historical fiction, biography",48
5248,poetry,51
19412,"history, historical fiction, biography",95
580,"history, historical fiction, biography",76
16320,romance,92
12619,non-fiction,69
4146,"history, historical fiction, biography",44
9232,fiction,42
9226,"mystery, thriller, crime",49
672,"history, historical fiction, biography",23
1468,poetry,40
20088,romance,97
16318,"fantasy, paranormal",62
9215,"fantasy, paranormal",90
17292,fiction,25
13077,young-adult,60
13084,fiction,46
965,poetry,89
15659,"fantasy, paranormal",63
5317,fiction,95
20094,children,60
3607,"comics, graphic",38
6110,"comics, graphic",24
7555,"comics, graphic",36
19467,"comics, graphic",76
10364,romance,54
13089,fiction,48
20147,"mystery, thriller, crime",18
16332,fiction,80
12621,poetry,38
9240,children,94
3597,"mystery, thriller, crime",62
1434,"mystery, thriller, crime",26
18663,children,58
18231,"comics, graphic",93
3644,"fantasy, paranormal",60
5639,"mystery, thriller, crime",90
18306,non-fiction,88
17309,"fantasy, paranormal",85
10326,children,53
9769,"history, historical fiction, biography",87
16292,fiction,75
1430,non-fiction,35
12629,"fantasy, paranormal",78
14448,fiction,55
14300,"fantasy, paranormal",67
17704,"comics, graphic",35
20082,young-adult,91
678,poetry,19
14303,young-adult,28
7778,"comics, graphic",37
1451,romance,96
676,fiction,37
20085,"fantasy, paranormal",24
15673,"history, historical fiction, biography",87
9242,non-fiction,44
3626,"fantasy, paranormal",72
5302,fiction,72
6116,romance,30
10402,young-adult,88
10399,children,90
634,"comics, graphic",44
12104,non-fiction,34
10416,"mystery, thriller, crime",19
10453,fiction,40
17757,children,64
10420,"comics, graphic",93
10374,young-adult,23
4182,"history, historical fiction, biography",96
20130,romance,66
16358,children,64
7659,romance,56
7792,poetry,78
19442,poetry,45
9899,"comics, graphic",31
20139,"comics, graphic",54
7690,young-adult,28
4176,"fantasy, paranormal",22
16372,"fantasy, paranormal",72
14293,poetry,96
10449,children,34
16364,"comics, graphic",66
978,children,24
7552,poetry,96
3932,"comics, graphic",40
6168,children,79
5254,"comics, graphic",81
643,poetry,51
12114,"comics, graphic",20
3596,non-fiction,70
13115,"mystery, thriller, crime",26
6131,poetry,27
13158,non-fiction,61
19864,romance,85
18682,children,88
1501,young-adult,87
6840,"history, historical fiction, biography",87
17745,"history, historical fiction, biography",52
6134,fiction,65
638,"mystery, thriller, crime",38
6994,"mystery, thriller, crime",57
1495,"comics, graphic",46
7654,children,80
2518,"fantasy, paranormal",57
14644,children,48
14384,"history, historical fiction, biography",93
18411,romance,87
14643,romance,99
2519,poetry,36
2295,"history, historical fiction, biography",94
14125,non-fiction,40
7320,young-adult,20
7991,fiction,81
7650,"fantasy, paranormal",68
14363,"mystery, thriller, crime",39
2539,children,65
2522,"mystery, thriller, crime",95
7321,"mystery, thriller, crime",88
14132,children,52
7653,young-adult,85
7318,children,48
7476,young-adult,87
7390,young-adult,55
14350,"history, historical fiction, biography",81
7433,"comics, graphic",37
7522,young-adult,48
7811,non-fiction,41
2424,poetry,46
18685,poetry,58
14287,poetry,41
7434,"comics, graphic",92
2363,non-fiction,54
7875,poetry,89
18727,young-adult,92
7430,"history, historical fiction, biography",35
7550,romance,28
18677,"history, historical fiction, biography",37
14464,non-fiction,27
18667,non-fiction,20
14561,"fantasy, paranormal",73
18742,poetry,94
14486,"history, historical fiction, biography",51
18721,romance,99
14564,children,92
18475,"comics, graphic",89
18489,children,55
7469,"comics, graphic",82
2666,"history, historical fiction, biography",30
14257,"mystery, thriller, crime",36
2391,non-fiction,24
18712,fiction,70
14504,children,64
7456,children,44
14539,"mystery, thriller, crime",40
14529,romance,19
7826,"mystery, thriller, crime",52
7451,non-fiction,68
7450,"mystery, thriller, crime",21
2645,non-fiction,31
7850,"comics, graphic",40
14491,fiction,82
7574,romance,27
7405,"fantasy, paranormal",70
7713,poetry,26
7952,romance,56
2582,romance,38
7608,"comics, graphic",52
14419,poetry,32
18556,poetry,74
18783,"fantasy, paranormal",84
7737,romance,68
7627,"fantasy, paranormal",89
2750,"comics, graphic",28
7944,fiction,81
14609,"comics, graphic",80
14152,fiction,83
18631,young-adult,19
7350,"fantasy, paranormal",32
2762,non-fiction,79
18628,young-adult,51
7639,non-fiction,81
18444,"history, historical fiction, biography",28
7943,"fantasy, paranormal",37
7771,romance,30
7585,"comics, graphic",49
2464,fiction,36
14219,children,43
14573,romance,22
7895,young-adult,98
7897,"history, historical fiction, biography",70
7393,"fantasy, paranormal",82
14312,"mystery, thriller, crime",38
14579,children,99
14194,poetry,70
14434,romance,37
2337,poetry,20
14313,poetry,39
7765,"fantasy, paranormal",26
14315,fiction,30
7760,young-adult,78
2586,"mystery, thriller, crime",26
7486,romance,32
4617,young-adult,63
2286,non-fiction,46
10322,"fantasy, paranormal",53
652,"mystery, thriller, crime",90
20102,young-adult,48
12131,fiction,98
662,poetry,60
12150,fiction,46
10361,"history, historical fiction, biography",70
20086,"mystery, thriller, crime",19
674,"history, historical fiction, biography",79
12165,"fantasy, paranormal",61
683,young-adult,34
10331,"history, historical fiction, biography",61
10328,children,92
10321,young-adult,76
10226,children,24
20071,fiction,23
12179,romance,86
20068,"fantasy, paranormal",27
10303,fiction,91
709,young-adult,81
10295,romance,95
10294,"mystery, thriller, crime",64
12203,"fantasy, paranormal",45
731,fiction,78
10256,"history, historical fiction, biography",41
734,"history, historical fiction, biography",65
20049,romance,32
649,"comics, graphic",74
12084,"fantasy, paranormal",43
20145,fiction,27
590,poetry,38
20209,poetry,60
10575,non-fiction,36
20203,children,56
10572,"fantasy, paranormal",92
523,"mystery, thriller, crime",92
528,romance,27
10566,non-fiction,34
11985,non-fiction,55
20186,romance,83
10547,young-adult,25
10540,"fantasy, paranormal",63
12005,romance,46
10534,"fantasy, paranormal",41
10528,"history, historical fiction, biography",35
10527,"comics, graphic",87
10521,fiction,31
12019,fiction,32
10511,fiction,29
12032,"history, historical fiction, biography",37
20165,children,96
564,"comics, graphic",86
20160,"mystery, thriller, crime",56
10484,"comics, graphic",78
12060,"comics, graphic",68
12061,"comics, graphic",83
12242,"fantasy, paranormal",46
10215,"history, historical fiction, biography",39
9864,young-adult,22
941,non-fiction,49
12422,poetry,83
12423,"mystery, thriller, crime",50
12441,romance,58
9985,"history, historical fiction, biography",96
12447,fiction,25
9976,"mystery, thriller, crime",65
9972,young-adult,80
19907,young-adult,96
936,young-adult,26
12467,non-fiction,89
937,fiction,26
938,"history, historical fiction, biography",32
19895,"fantasy, paranormal",96
771,romance,51
19889,non-fiction,64
955,"mystery, thriller, crime",30
12495,young-adult,84
9918,non-fiction,79
962,non-fiction,59
12500,children,48
19861,"history, historical fiction, biography",73
19845,"comics, graphic",20
1000,romance,76
12527,"comics, graphic",41
19832,non-fiction,19
12537,"fantasy, paranormal",44
12414,children,79
12413,non-fiction,46
19945,"history, historical fiction, biography",21
19946,children,74
12260,fiction,61
10205,"fantasy, paranormal",27
10203,fiction,36
20020,"fantasy, paranormal",80
10194,poetry,92
20016,poetry,45
20007,"fantasy, paranormal",57
802,romance,48
804,"history, historical fiction, biography",28
12287,children,69
20003,fiction,33
12293,romance,58
19999,"fantasy, paranormal",23
817,fiction,59
19995,"fantasy, paranormal",95
10135,non-fiction,21
10117,poetry,37
851,non-fiction,26
12333,"fantasy, paranormal",58
12334,children,42
10097,poetry,98
12372,"comics, graphic",34
19955,"comics, graphic",66
19948,"mystery, thriller, crime",96
